item_name,ingredient_name,dosage_and_unit,pharmaceutical_form,packaging,packaging_qty,company,wholesale_price,sale_price,submitted_at
OKSALİPLATİN LEK,OXALIPLATIN,100 mq,İnfuziya məhlulu üçün toz,Flakon,5,"SALUTAS FARMA GMBH / TİMOORGAN FARMAZİ GMBH, Almaniya",715.03,801.05,2016-11-29
OKSALİPLATİN LEK,OXALIPLATIN,100 mq,İnfuziya məhlulu üçün toz,Flakon,10,"SALUTAS FARMA GMBH / TİMOORGAN FARMAZİ GMBH, Almaniya",1438.86,1604.5,2016-11-29
OKSALİPLATİN LEK,OXALIPLATIN,150 mq,İnfuziya məhlulu üçün toz,Flakon,1,"SALUTAS FARMA GMBH / TİMOORGAN FARMAZİ GMBH, Almaniya",208.36,238.65,2016-11-29
OKSALİPLATİN LEK,OXALIPLATIN,150 mq,İnfuziya məhlulu üçün toz,Flakon,4,"SALUTAS FARMA GMBH / TİMOORGAN FARMAZİ GMBH, Almaniya",859.78,961.73,2016-11-29
OKSALİPLATİN LEK,OXALIPLATIN,150 mq,İnfuziya məhlulu üçün toz,Flakon,5,"SALUTAS FARMA GMBH / TİMOORGAN FARMAZİ GMBH, Almaniya",1076.92,1202.75,2016-11-29
OKSALİPLATİN LEK,OXALIPLATIN,150 mq,İnfuziya məhlulu üçün toz,Flakon,10,"SALUTAS FARMA GMBH / TİMOORGAN FARMAZİ GMBH, Almaniya",2162.64,2407.9,2016-11-29
OKSAMP-NATRİUM,AMPICILLIN SODIUM + OXACILLIN SODIUM,"(333,5 + 166,5) mq",İnyeksiya məhlulu üçün toz,Flakon,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",0.33,0.4,2016-11-29
OKSAMP-NATRİUM,AMPICILLIN SODIUM + OXACILLIN SODIUM,"(333,5 + 166,5) mq",İnyeksiya məhlulu üçün toz,Flakon,50,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",16.7,20.04,2016-11-29
OKSAMP-NATRİUM,AMPICILLIN SODIUM + OXACILLIN SODIUM,(667 + 333) mq,İnyeksiya məhlulu üçün toz,Flakon,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",0.75,0.9,2016-11-29
OKSAMP-NATRİUM,AMPICILLIN SODIUM + OXACILLIN SODIUM,(667 + 333) mq,İnyeksiya məhlulu üçün toz,Flakon,50,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",35.53,42.64,2016-11-29
OKSİBRAL,VINCAMINE,30 mq,Kapsul,Blister,20,"QLAKSOSMİTKLAYN SAE, Misir",7.22,8.66,2016-11-29
OKSİDEP,FLUOXETINE,20 mq,Kapsul,Blister,20,"REPLEK FARM, Makedoniya",4.02,4.82,2016-11-29
OKSİKORT,HYDROCORTISONE + OXYTETRACYCLINE,"(3,1 + 9,3) mq/q",Aerozol,"Flakon 32,25 q",1,"TARXOMİN ƏCZAÇILIQ MÜƏSSİSƏSİ POLFA SC, Polşa",10.2,12.24,2016-11-29
OKSİKORT,HYDROCORTISONE + OXYTETRACYCLINE,(10 + 30) mq/q,Məlhəm,Tub 10 q,1,"JELFA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",3.11,3.73,2016-11-29
OKSİNİUM,PIRACETAM,400 mq,Tablet,Blister,30,"YUNİ FARMA KLEON TSETİS FARMASYUTİKAL LABORATORİES SA,
Yunanıstan",3.2,3.84,2016-11-29
OKSİNİUM,PIRACETAM,800 mq,Tablet,Blister,30,"YUNİ FARMA KLEON TSETİS FARMASYUTİKAL LABORATORİES SA,
Yunanıstan",3.95,4.74,2016-11-29
OKSİNİUM,PIRACETAM,1200 mq,Tablet,Blister,30,"YUNİ FARMA KLEON TSETİS FARMASYUTİKAL LABORATORİES SA,
Yunanıstan",5.69,6.83,2016-11-29
OKSİNİUM,PIRACETAM,125 mq/ml,Məhlul,Flakon 10 ml,20,"YUNİ FARMA KLEON TSETİS FARMASYUTİKAL LABORATORİES SA,
Yunanıstan",5.2,6.24,2016-11-29
OKSİNİUM,PIRACETAM,125 mq/ml,Məhlul,Flakon 150 ml,1,"YUNİ FARMA KLEON TSETİS FARMASYUTİKAL LABORATORİES SA,
Yunanıstan",3.6,4.32,2016-11-29
OKSİS TURBUXALER,FORMOTEROL FUMARATE DIHYDRATE,"4,5 mkq",İnhalyasiya üçün toz,Flakon 60 doza,1,"ASTRAZENEKA AB, İsveç",21.55,25.86,2016-11-29
OKSİS TURBUXALER,FORMOTEROL FUMARATE DIHYDRATE,9 mkq,İnhalyasiya üçün toz,Flakon 60 doza,1,"ASTRAZENEKA AB, İsveç",23.27,27.92,2016-11-29
OKSİTEN,TENOXICAM,20 mq,Tablet,Blister,10,"ANFARM HELLAS SA, Yunanıstan",2.34,2.81,2016-11-29
OKSİTEN,TENOXICAM,20 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 2 ml,1,"ANFARM HELLAS SA, Yunanıstan",1.69,2.03,2016-11-29
OKSİTOSİN,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,5,"ELLARA MMC / ELLARA TİBB MƏRKƏZİ MMC, Rusiya",0.67,0.8,2016-11-29
OKSİTOSİN,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"ROTEKSMEDİKA GMBH, Almaniya",3.43,4.12,2016-11-29
OKSİTOSİN,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",1.35,1.62,2016-11-29
OKSİTOSİN,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"ELLARA MMC / ELLARA TİBB MƏRKƏZİ MMC, Rusiya",1.35,1.62,2016-11-29
OKSİTOSİN,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,50,"ELLARA MMC / ELLARA TİBB MƏRKƏZİ MMC, Rusiya",6.82,8.18,2016-11-29
OKSİTOSİN,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,100,"ELLARA MMC / ELLARA TİBB MƏRKƏZİ MMC, Rusiya",13.52,16.22,2016-11-29
OKSİTOSİN QRİNDEKS,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"SANİTAS SC, Litva",2.65,3.18,2016-11-29
OKSİTOSİN QRİNDEKS,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"HBM FARMA MMC, Slovakiya",2.65,3.18,2016-11-29
OKSİTOSİN-NELSON,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,5,"ŞANDONG ŞENGLU FARMASYUTİKAL KO LTD, Çin",1.18,1.42,2016-11-29
OKSİTOSİN-RİXTER,OXYTOCIN,5 IU/ml,İnyeksiya üçün məhlul,Ampul 1 ml,5,"GEDEON RİXTER PLC, Macarıstan",1.93,2.32,2016-11-29
OKSOLİN,OXOLIN,"2,5 mq/q",Məlhəm,Tub 10 q,1,"NİJFARM ASC, Rusiya",0.79,0.95,2016-11-29
OKSOLİN,OXOLIN,"2,5 mq/q",Məlhəm,Tub 10 q,1,"ALTAYVİTAMİNİ QSC, Rusiya",0.79,0.95,2016-11-29
OKSOLİN,OXOLIN,"2,5 mq/q",Məlhəm,Tub 30 q,1,"NİJFARM ASC, Rusiya",2.38,2.86,2016-11-29
OKSOLİN-DARNİTSA,OXOLIN,"2,5 mq/q",Məlhəm,Tub 10 q,1,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",1.46,1.75,2016-11-29
OKSOPOTİN,VINPOCETINE,5 mq,Tablet,Blister,50,"KERN FARMA SL, İspaniya",6.41,7.69,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,250 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 5 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",274.42,311.98,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,250 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 5 ml,1,"OKTAFARMA AB, İsveç",274.42,311.98,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,250 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 5 ml,1,"OKTAFARMA SAS, Fransa",274.42,311.98,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,500 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 10 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",342.64,387.7,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,500 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 10 ml,1,"OKTAFARMA AB, İsveç",342.64,387.7,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,500 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 10 ml,1,"OKTAFARMA SAS, Fransa",342.64,387.7,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,1000 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 10 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",632.85,709.83,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,1000 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 10 ml,1,"OKTAFARMA AB, İsveç",632.85,709.83,2016-11-29
OKTANAT,COAGULATION FACTOR VIII,1000 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 10 ml,1,"OKTAFARMA SAS, Fransa",632.85,709.83,2016-11-29
OKTANİN F,COAGULATION FACTOR IX,250 IU,İnfuziya üçün məhlul,Flakon 30 ml + Həlledici 5 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",209.07,239.44,2016-11-29
OKTANİN F,COAGULATION FACTOR IX,250 IU,İnfuziya üçün məhlul,Flakon 30 ml + Həlledici 5 ml,1,"OKTAFARMA SAS, Fransa",209.07,239.44,2016-11-29
OKTANİN F,COAGULATION FACTOR IX,500 IU,İnfuziya üçün məhlul,Flakon 30 ml + Həlledici 5 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",408.75,461.08,2016-11-29
OKTANİN F,COAGULATION FACTOR IX,500 IU,İnfuziya üçün məhlul,Flakon 30 ml + Həlledici 5 ml,1,"OKTAFARMA SAS, Fransa",408.75,461.08,2016-11-29
OKTANİN F,COAGULATION FACTOR IX,1000 IU,İnfuziya üçün məhlul,Flakon 30 ml + Həlledici 10 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",808.1,904.36,2016-11-29
OKTANİN F,COAGULATION FACTOR IX,1000 IU,İnfuziya üçün məhlul,Flakon 30 ml + Həlledici 10 ml,1,"OKTAFARMA SAS, Fransa",808.1,904.36,2016-11-29
OKTAPLAS,IMMUNOGLOBULIN (HUMAN PLASMA PROTEIN),45-70 mq/ml,İnfuziya üçün məhlul,Paket 200 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",202.01,231.6,2016-11-29
OKTAPLEKS,"COAGULATION FACTOR II, VII, IX, X",500 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 20 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",502.64,565.3,2016-11-29
OKTAPLEKS,"COAGULATION FACTOR II, VII, IX, X",500 IU,İnyeksiya məhlulu üçün toz,Flakon + Həlledici 20 ml,1,"OKTAFARMA SAS, Fransa",502.64,565.3,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 20 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",99.08,116.71,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 20 ml,1,"OKTAFARMA SAS, Fransa",99.08,116.71,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 20 ml,1,"OKTAFARMA AB, İsveç",99.08,116.71,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",204.64,234.52,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA SAS, Fransa",204.64,234.52,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA AB, İsveç",204.64,234.52,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",418.06,471.42,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA SAS, Fransa",418.06,471.42,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA AB, İsveç",418.06,471.42,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",844.91,945.22,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"OKTAFARMA SAS, Fransa",844.91,945.22,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),50 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"OKTAFARMA AB, İsveç",844.91,945.22,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 20 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",204.1,233.92,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 20 ml,1,"OKTAFARMA SAS, Fransa",204.1,233.92,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 20 ml,1,"OKTAFARMA AB, İsveç",204.1,233.92,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",485.39,546.15,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA SAS, Fransa",485.39,546.15,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA AB, İsveç",485.39,546.15,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",950.73,1062.68,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA SAS, Fransa",950.73,1062.68,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA AB, İsveç",950.73,1062.68,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",1892.07,2107.57,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"OKTAFARMA SAS, Fransa",1892.07,2107.57,2016-11-29
OKTAQAM,IMMUNOGLOBULIN (HUMAN NORMAL IMMUNOGLOBULIN),100 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"OKTAFARMA AB, İsveç",1892.07,2107.57,2016-11-29
OKTOLİPEN,THIOCTIC (ALFA-LIPOIC) ACID,30 mq/ml,İnfuziya məhlulu üçün konsentrat,Ampul 10 ml,10,"FARMSTANDART-UFAVİTA ASC, Rusiya",9.78,11.74,2016-11-29
OKULOHİL,ECHINACEA ANGUSTIFOLIA + EUPHRASIA OFFICINALIS + COCHLEARIA OFFICINALIS + ...,"(110,7 + 110,7 + 110,7
+ ...) mq",Damcı,"Flakon 0,45 ml",15,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",9.87,11.84,2016-11-29
OLANKLİN,OLANZAPINE,"2,5 mq",Tablet,Blister,28,"DR REDDİ LABORATORİS LTD, Hindistan",8.29,9.95,2016-11-29
OLANKLİN,OLANZAPINE,5 mq,Tablet,Blister,28,"DR REDDİ LABORATORİS LTD, Hindistan",5.08,6.1,2016-11-29
OLANKLİN,OLANZAPINE,10 mq,Tablet,Blister,28,"DR REDDİ LABORATORİS LTD, Hindistan",9.05,10.86,2016-11-29
OLANZAPEL,OLANZAPINE,10 mq,Tablet,Blister,28,"NOBEL İLAÇ SAN VE TİC AŞ, Türkiyə",28.6,34.32,2016-11-29
OLANZAPİN AKSKONT,OLANZAPINE,5 mq,Tablet,Blister,7,"BRİSTOL LABORATORİES LTD, Birləşmiş Krallıq",6.31,7.57,2017-05-24
OLANZAPİN AKSKONT,OLANZAPINE,5 mq,Tablet,Blister,14,"BRİSTOL LABORATORİES LTD, Birləşmiş Krallıq",11.4,13.68,2017-05-24
OLANZAPİN AKSKONT,OLANZAPINE,5 mq,Tablet,Blister,28,"BRİSTOL LABORATORİES LTD, Birləşmiş Krallıq",22.8,27.36,2017-05-24
OLANZAPİN AKSKONT,OLANZAPINE,5 mq,Tablet,Blister,35,"BRİSTOL LABORATORİES LTD, Birləşmiş Krallıq",28.5,34.2,2017-05-24
OLASEF,CEFTRIAXONE,500 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"FARKO B İNTERNEYŞNL, Misir",2.57,3.08,2018-10-06
OLASEF,CEFTRIAXONE,1000 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"FARKO B İNTERNEYŞNL, Misir",4.28,5.14,2018-10-06
OLFEN GEL,DICLOFENAC SODIUM,10 mq/q,Gel,Tub 20 q,1,"MERKLE GMBH, Almaniya",1.11,1.33,2016-11-29
OLFEN-100 REKTOKAPS,DICLOFENAC SODIUM,100 mq,Rektal kapsul,Blister,5,"RP ŞERER GMBH VƏ KO KG, Almaniya",7.49,8.99,2016-11-29
OLFEN-100 REKTOKAPS,DICLOFENAC SODIUM,100 mq,Rektal kapsul,Blister,5,"ASİNO FARMA AG, İsveçrə",7.49,8.99,2016-11-29
OLFEN-100SR DEPOKAPS,DICLOFENAC SODIUM,100 mq,Kapsul,Blister,20,"ASİNO FARMA AG, İsveçrə",5.83,7,2016-11-29
OLFEN-50 LAKTAB,DICLOFENAC SODIUM,50 mq,Tablet,Blister,20,"ASİNO FARMA AG, İsveçrə",2.94,3.53,2016-11-29
OLİKLİNOMEL 7-1000E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(2,92 + 2,32 + 1,28 + 1,6 + …) q",İnfuziya üçün emulsiya,"Flakon (200 + 400 +
400) ml",1,"BAKSTER AG, İsveçrə",50.75,60.9,2016-11-29
OLİKLİNOMEL 7-1000E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(2,92 + 2,32 + 1,28 + 1,6 + …) q",İnfuziya üçün emulsiya,"Flakon (300 + 600 +
600) ml",1,"BAKSTER AG, İsveçrə",70.92,84.88,2016-11-29
OLİKLİNOMEL 7-1000E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(2,92 + 2,32 + 1,28 + 1,6 + …) q",İnfuziya üçün emulsiya,"Flakon (400 + 800 +
800) ml",1,"BAKSTER AG, İsveçrə",70.92,84.88,2016-11-29
OLİKLİNOMEL 7-1000E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(2,92 + 2,32 + 1,28 + 1,6 + …) q",İnfuziya üçün emulsiya,"Flakon (500 + 1000 +
1000) ml",1,"BAKSTER AG, İsveçrə",89.19,105.53,2016-11-29
OLİKLİNOMEL N4-550 E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(1,61 + 1,28 + 1,28 + 0,88 + …) q",İnfuziya üçün emulsiya,"Flakon (200 + 400 +
400) ml",1,"BAKSTER AG, İsveçrə",51.92,62.3,2016-11-29
OLİKLİNOMEL N4-550 E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(1,61 + 1,28 + 1,28 + 0,88 + …) q",İnfuziya üçün emulsiya,"Flakon (300 + 600 +
600) ml",1,"BAKSTER AG, İsveçrə",67.15,80.58,2016-11-29
OLİKLİNOMEL N4-550 E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(1,61 + 1,28 + 1,28 + 0,88 + …) q",İnfuziya üçün emulsiya,"Flakon (400 + 800 +
800) ml",1,"BAKSTER AG, İsveçrə",87.45,103.56,2016-11-29
OLİKLİNOMEL N4-550 E,LEUCINE + VALINE + LYSINE + METHIONINE + ...,"(1,61 + 1,28 + 1,28 + 0,88 + …) q",İnfuziya üçün emulsiya,"Flakon (500 + 1000 +
1000) ml",1,"BAKSTER AG, İsveçrə",110.66,129.79,2016-11-29
OLİSİO,SIMEPREVIR SODIUM,150 mq,Kapsul,Blister,7,"YANSSEN-SİLAQ SPA, İtaliya",991.7,1108.16,2016-11-29
OLİSİO,SIMEPREVIR SODIUM,150 mq,Kapsul,Blister,28,"YANSSEN-SİLAQ SPA, İtaliya",3993.14,4439.76,2016-11-29
OMAKOR,OMEGA-3-ACID ETHYL ESTERS,1000 mq,Kapsul,Blister,28,"EBBOTT LABORATORİES GMBH, Almaniya",32.64,39.17,2016-11-29
OMAKOR,OMEGA-3-ACID ETHYL ESTERS,1000 mq,Kapsul,Blister,28,"GMPAK APS, Danimarka",29.77,35.72,2016-11-29
OMAKOR,OMEGA-3-ACID ETHYL ESTERS,1000 mq,Kapsul,Blister,28,"BANNER FARMAKAPS YUROP BV, Niderland",29.77,35.72,2016-11-29
OMAKOR,OMEGA-3-ACID ETHYL ESTERS,1000 mq,Kapsul,Blister,100,"EBBOTT LABORATORİES GMBH, Almaniya",111.21,130.41,2016-11-29
OMAKOR,OMEGA-3-ACID ETHYL ESTERS,1000 mq,Kapsul,Blister,100,"GMPAK APS, Danimarka",101.52,119.46,2016-11-29
OMAKOR,OMEGA-3-ACID ETHYL ESTERS,1000 mq,Kapsul,Blister,100,"BANNER FARMAKAPS YUROP BV, Niderland",101.52,119.46,2016-11-29
OMAQRA,SILDENAFIL CITRATE,25 mq,Tablet,Blister,2,"MEDOXEMİ LTD, Kipr",7.86,9.43,2016-11-29
OMAQRA,SILDENAFIL CITRATE,25 mq,Tablet,Blister,4,"MEDOXEMİ LTD, Kipr",7.86,9.43,2016-11-29
OMAQRA,SILDENAFIL CITRATE,25 mq,Tablet,Blister,8,"MEDOXEMİ LTD, Kipr",11.81,14.17,2016-11-29
OMAQRA,SILDENAFIL CITRATE,25 mq,Tablet,Blister,12,"MEDOXEMİ LTD, Kipr",11.81,14.17,2016-11-29
OMAQRA,SILDENAFIL CITRATE,50 mq,Tablet,Blister,2,"MEDOXEMİ LTD, Kipr",7.86,9.43,2016-11-29
OMAQRA,SILDENAFIL CITRATE,50 mq,Tablet,Blister,4,"MEDOXEMİ LTD, Kipr",7.86,9.43,2016-11-29
OMAQRA,SILDENAFIL CITRATE,50 mq,Tablet,Blister,8,"MEDOXEMİ LTD, Kipr",11.81,14.17,2016-11-29
OMAQRA,SILDENAFIL CITRATE,50 mq,Tablet,Blister,12,"MEDOXEMİ LTD, Kipr",11.81,14.17,2016-11-29
OMAQRA,SILDENAFIL CITRATE,100 mq,Tablet,Blister,2,"MEDOXEMİ LTD, Kipr",7.86,9.43,2016-11-29
OMAQRA,SILDENAFIL CITRATE,100 mq,Tablet,Blister,4,"MEDOXEMİ LTD, Kipr",7.86,9.43,2016-11-29
OMAQRA,SILDENAFIL CITRATE,100 mq,Tablet,Blister,8,"MEDOXEMİ LTD, Kipr",11.81,14.17,2016-11-29
OMAQRA,SILDENAFIL CITRATE,100 mq,Tablet,Blister,12,"MEDOXEMİ LTD, Kipr",11.81,14.17,2016-11-29
OMARON,PIRACETAM + CINNARIZINE,(400 + 25) mq,Tablet,Blister,60,"NİJFARM ASC, Rusiya",4.35,5.22,2016-11-29
OMARON,PIRACETAM + CINNARIZINE,(400 + 25) mq,Tablet,Blister,90,"NİJFARM ASC, Rusiya",6.52,7.82,2016-11-29
OMEP YURO,OMEPRAZOLE,20 mq,Kapsul,Blister,28,"LABORATORİOS LİKONZA SA, İspaniya",5.65,6.78,2016-11-29
OMEPRAZOL,OMEPRAZOLE,20 mq,Kapsul,Blister,30,"OZON MMC, Rusiya",0.91,1.09,2018-05-18
OMEPRAZOL,OMEPRAZOLE,20 mq,Kapsul,Blister,30,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",0.91,1.09,2016-11-29
OMEQAST,OMEPRAZOLE,20 mq,Kapsul,Blister,14,"NOBEL İLAÇ SAN VE TİC AŞ, Türkiyə",3.3,3.96,2016-11-29
OMEZ SKVEA,OMEPRAZOLE,20 mq,Kapsul,Blister,100,"SQUARE PHARMACEUTICALS LTD, Banqladeş",7.67,9.2,2018-11-17
OMEZEL,OMEPRAZOLE,20 mq,Kapsul,Blister,30,"REYANQ FARMASYUTİKAL KO LTD, Çin",2.37,2.84,2016-11-29
OMEZEL,OMEPRAZOLE,20 mq,Kapsul,Blister,100,"REYANQ FARMASYUTİKAL KO LTD, Çin",7.89,9.47,2016-11-29
OMKASA,SALICYLIC ACID,1 mq/ml,Damcı,Flakon 10 ml,1,"URSAFARM ARZNEİMİTTEL GMBH, Almaniya",15.5,18.6,2017-12-09
OMMEZ-SAN,OMEPRAZOLE,20 mq,Kapsul,Blister,100,"CELOGEN GENERİCS PVT LTD, Hindistan",6.61,7.93,2018-07-31
